filename,width,height,class,xmin,ymin,xmax,ymax
Shykat_5_ (114)_jpg.rf.033a055e17aca4d9bef1d9df1a4b105a.jpg,1024,1024,garbagevan,184,744,329,1020
Shykat_5_ (114)_jpg.rf.033a055e17aca4d9bef1d9df1a4b105a.jpg,1024,1024,minivan,642,597,690,682
Shykat_5_ (114)_jpg.rf.033a055e17aca4d9bef1d9df1a4b105a.jpg,1024,1024,van,625,574,646,640
Shykat_5_ (114)_jpg.rf.033a055e17aca4d9bef1d9df1a4b105a.jpg,1024,1024,bus,675,557,763,688
Shykat_5_ (114)_jpg.rf.033a055e17aca4d9bef1d9df1a4b105a.jpg,1024,1024,car,776,687,886,822
Shykat_5_ (114)_jpg.rf.033a055e17aca4d9bef1d9df1a4b105a.jpg,1024,1024,car,615,559,629,575
Shykat_5_ (92)_jpg.rf.05b91ea2381b77c59f785cf8e9073403.jpg,1024,1024,rickshaw,103,800,203,1016
Shykat_5_ (92)_jpg.rf.05b91ea2381b77c59f785cf8e9073403.jpg,1024,1024,rickshaw,224,688,278,854
Shykat_5_ (92)_jpg.rf.05b91ea2381b77c59f785cf8e9073403.jpg,1024,1024,rickshaw,327,647,359,743
Shykat_5_ (92)_jpg.rf.05b91ea2381b77c59f785cf8e9073403.jpg,1024,1024,rickshaw,366,604,382,648
Shykat_5_ (92)_jpg.rf.05b91ea2381b77c59f785cf8e9073403.jpg,1024,1024,rickshaw,378,596,389,633
Shykat_5_ (92)_jpg.rf.05b91ea2381b77c59f785cf8e9073403.jpg,1024,1024,motorbike,398,589,405,620
Shykat_5_ (92)_jpg.rf.05b91ea2381b77c59f785cf8e9073403.jpg,1024,1024,three wheelers (CNG),538,621,562,668
Shykat_5_ (92)_jpg.rf.05b91ea2381b77c59f785cf8e9073403.jpg,1024,1024,pickup,577,616,603,668
Shykat_5_ (92)_jpg.rf.05b91ea2381b77c59f785cf8e9073403.jpg,1024,1024,motorbike,504,614,514,661
Shykat_5_ (92)_jpg.rf.05b91ea2381b77c59f785cf8e9073403.jpg,1024,1024,car,344,598,366,633
Shykat_5_ (92)_jpg.rf.05b91ea2381b77c59f785cf8e9073403.jpg,1024,1024,car,359,585,375,600
Shykat_5_ (92)_jpg.rf.05b91ea2381b77c59f785cf8e9073403.jpg,1024,1024,minivan,423,573,433,596
Shykat_5_ (92)_jpg.rf.05b91ea2381b77c59f785cf8e9073403.jpg,1024,1024,car,279,627,325,685
Shykat_5_ (92)_jpg.rf.05b91ea2381b77c59f785cf8e9073403.jpg,1024,1024,rickshaw,100,729,149,817
Shykat_5_ (92)_jpg.rf.05b91ea2381b77c59f785cf8e9073403.jpg,1024,1024,rickshaw,739,700,792,833
Shykat_5_ (92)_jpg.rf.05b91ea2381b77c59f785cf8e9073403.jpg,1024,1024,rickshaw,813,721,871,855
Shykat_5_ (92)_jpg.rf.05b91ea2381b77c59f785cf8e9073403.jpg,1024,1024,car,888,870,1023,1021
Shykat_5_ (3)_jpg.rf.0448dd6ebc43fd8fc4d2d2f8d0a9dc9b.jpg,1024,1024,rickshaw,794,708,890,923
Shykat_5_ (3)_jpg.rf.0448dd6ebc43fd8fc4d2d2f8d0a9dc9b.jpg,1024,1024,rickshaw,0,798,138,1023
Shykat_5_ (3)_jpg.rf.0448dd6ebc43fd8fc4d2d2f8d0a9dc9b.jpg,1024,1024,rickshaw,270,656,321,786
Shykat_5_ (3)_jpg.rf.0448dd6ebc43fd8fc4d2d2f8d0a9dc9b.jpg,1024,1024,rickshaw,329,598,366,724
Shykat_5_ (3)_jpg.rf.0448dd6ebc43fd8fc4d2d2f8d0a9dc9b.jpg,1024,1024,rickshaw,237,606,279,737
Shykat_5_ (3)_jpg.rf.0448dd6ebc43fd8fc4d2d2f8d0a9dc9b.jpg,1024,1024,rickshaw,383,560,404,625
Shykat_5_ (3)_jpg.rf.0448dd6ebc43fd8fc4d2d2f8d0a9dc9b.jpg,1024,1024,rickshaw,407,542,425,597
Shykat_5_ (3)_jpg.rf.0448dd6ebc43fd8fc4d2d2f8d0a9dc9b.jpg,1024,1024,rickshaw,422,540,432,582
Shykat_5_ (3)_jpg.rf.0448dd6ebc43fd8fc4d2d2f8d0a9dc9b.jpg,1024,1024,minivan,482,527,499,565
Shykat_5_ (3)_jpg.rf.0448dd6ebc43fd8fc4d2d2f8d0a9dc9b.jpg,1024,1024,bicycle,553,580,566,651
Shykat_5_ (3)_jpg.rf.0448dd6ebc43fd8fc4d2d2f8d0a9dc9b.jpg,1024,1024,car,600,572,633,619
Shykat_5_ (3)_jpg.rf.0448dd6ebc43fd8fc4d2d2f8d0a9dc9b.jpg,1024,1024,car,538,560,556,609
Shykat_5_ (3)_jpg.rf.0448dd6ebc43fd8fc4d2d2f8d0a9dc9b.jpg,1024,1024,motorbike,633,587,648,618
Shykat_5_ (3)_jpg.rf.0448dd6ebc43fd8fc4d2d2f8d0a9dc9b.jpg,1024,1024,car,687,608,745,680
Shykat_5_ (3)_jpg.rf.0448dd6ebc43fd8fc4d2d2f8d0a9dc9b.jpg,1024,1024,car,754,641,833,726
Shykat_5_ (3)_jpg.rf.0448dd6ebc43fd8fc4d2d2f8d0a9dc9b.jpg,1024,1024,car,122,556,212,647
Shykat_5_ (3)_jpg.rf.0448dd6ebc43fd8fc4d2d2f8d0a9dc9b.jpg,1024,1024,car,210,554,252,629
Shykat_5_ (3)_jpg.rf.0448dd6ebc43fd8fc4d2d2f8d0a9dc9b.jpg,1024,1024,suv,241,540,287,606
Shykat_5_ (3)_jpg.rf.0448dd6ebc43fd8fc4d2d2f8d0a9dc9b.jpg,1024,1024,car,307,533,331,566
Shykat_5_ (3)_jpg.rf.0448dd6ebc43fd8fc4d2d2f8d0a9dc9b.jpg,1024,1024,car,328,527,346,555
Shykat_5_ (3)_jpg.rf.0448dd6ebc43fd8fc4d2d2f8d0a9dc9b.jpg,1024,1024,van,415,516,427,539
Shykat_5_ (3)_jpg.rf.0448dd6ebc43fd8fc4d2d2f8d0a9dc9b.jpg,1024,1024,bus,428,493,437,510
Shykat_5_ (3)_jpg.rf.0448dd6ebc43fd8fc4d2d2f8d0a9dc9b.jpg,1024,1024,car,431,520,456,537
Shykat_5_ (3)_jpg.rf.0448dd6ebc43fd8fc4d2d2f8d0a9dc9b.jpg,1024,1024,car,460,522,478,543
Shykat_03_026_jpg.rf.0462fe3e9e3f2abf897db8c46e5e395e.jpg,1024,1024,suv,500,680,537,754
Shykat_03_026_jpg.rf.0462fe3e9e3f2abf897db8c46e5e395e.jpg,1024,1024,car,428,698,478,742
Shykat_03_026_jpg.rf.0462fe3e9e3f2abf897db8c46e5e395e.jpg,1024,1024,car,474,693,489,732
Shykat_03_026_jpg.rf.0462fe3e9e3f2abf897db8c46e5e395e.jpg,1024,1024,bicycle,0,636,57,989
Shykat_4_ (26)_jpg.rf.0667cc7161865a93baf6f3a099cf0afb.jpg,1024,1024,car,594,255,676,312
Shykat_4_ (26)_jpg.rf.0667cc7161865a93baf6f3a099cf0afb.jpg,1024,1024,suv,685,231,743,285
Shykat_4_ (26)_jpg.rf.0667cc7161865a93baf6f3a099cf0afb.jpg,1024,1024,car,795,218,851,303
Shykat_4_ (26)_jpg.rf.0667cc7161865a93baf6f3a099cf0afb.jpg,1024,1024,motorbike,753,224,774,295
Shykat_4_ (26)_jpg.rf.0667cc7161865a93baf6f3a099cf0afb.jpg,1024,1024,motorbike,675,242,694,305
Shykat_4_ (26)_jpg.rf.0667cc7161865a93baf6f3a099cf0afb.jpg,1024,1024,car,863,88,1024,658
Shykat_5_ (30)_jpg.rf.047518189bd496eeb0cf37b589dd8cf9.jpg,1024,1024,car,253,610,325,761
Shykat_5_ (30)_jpg.rf.047518189bd496eeb0cf37b589dd8cf9.jpg,1024,1024,car,257,479,270,516
Shykat_5_ (30)_jpg.rf.047518189bd496eeb0cf37b589dd8cf9.jpg,1024,1024,motorbike,227,468,234,498
Shykat_5_ (30)_jpg.rf.047518189bd496eeb0cf37b589dd8cf9.jpg,1024,1024,motorbike,237,465,243,490
Shykat_5_ (30)_jpg.rf.047518189bd496eeb0cf37b589dd8cf9.jpg,1024,1024,car,246,460,256,479
Shykat_5_ (30)_jpg.rf.047518189bd496eeb0cf37b589dd8cf9.jpg,1024,1024,car,245,452,252,466
Shykat_5_ (116)_jpg.rf.02482eba9f98c6320111c94474e39d64.jpg,1024,1024,car,545,706,629,836
Shykat_5_ (116)_jpg.rf.02482eba9f98c6320111c94474e39d64.jpg,1024,1024,car,678,650,755,728
Shykat_5_ (116)_jpg.rf.02482eba9f98c6320111c94474e39d64.jpg,1024,1024,car,615,627,658,690
Shykat_5_ (116)_jpg.rf.02482eba9f98c6320111c94474e39d64.jpg,1024,1024,bus,393,544,425,608
Shykat_5_ (116)_jpg.rf.02482eba9f98c6320111c94474e39d64.jpg,1024,1024,rickshaw,404,599,423,652
Shykat_5_ (116)_jpg.rf.02482eba9f98c6320111c94474e39d64.jpg,1024,1024,car,424,585,443,616
Shykat_5_ (116)_jpg.rf.02482eba9f98c6320111c94474e39d64.jpg,1024,1024,truck,468,536,500,634
Shykat_5_ (116)_jpg.rf.02482eba9f98c6320111c94474e39d64.jpg,1024,1024,garbagevan,443,575,455,610
Shykat_5_ (116)_jpg.rf.02482eba9f98c6320111c94474e39d64.jpg,1024,1024,rickshaw,454,574,465,612
Shykat_5_ (116)_jpg.rf.02482eba9f98c6320111c94474e39d64.jpg,1024,1024,car,556,594,581,632
Shykat_5_ (116)_jpg.rf.02482eba9f98c6320111c94474e39d64.jpg,1024,1024,car,655,595,682,621
sabiha(183)_jpg.rf.04825ace5ad87eb658677d035bc200f8.jpg,1024,1024,truck,181,432,483,1022
sabiha(183)_jpg.rf.04825ace5ad87eb658677d035bc200f8.jpg,1024,1024,minivan,189,482,306,649
sabiha(183)_jpg.rf.04825ace5ad87eb658677d035bc200f8.jpg,1024,1024,rickshaw,61,568,139,721
sabiha(183)_jpg.rf.04825ace5ad87eb658677d035bc200f8.jpg,1024,1024,rickshaw,21,571,77,715
sabiha(183)_jpg.rf.04825ace5ad87eb658677d035bc200f8.jpg,1024,1024,pickup,846,350,981,565
sabiha(183)_jpg.rf.04825ace5ad87eb658677d035bc200f8.jpg,1024,1024,truck,563,287,731,643
sabiha(183)_jpg.rf.04825ace5ad87eb658677d035bc200f8.jpg,1024,1024,bus,608,200,691,351
sabiha(183)_jpg.rf.04825ace5ad87eb658677d035bc200f8.jpg,1024,1024,minivan,762,317,847,487
sabiha(183)_jpg.rf.04825ace5ad87eb658677d035bc200f8.jpg,1024,1024,bus,181,331,325,520
sabiha(183)_jpg.rf.04825ace5ad87eb658677d035bc200f8.jpg,1024,1024,bus,296,270,438,487
sabiha(183)_jpg.rf.04825ace5ad87eb658677d035bc200f8.jpg,1024,1024,truck,405,292,518,493
sabiha(183)_jpg.rf.04825ace5ad87eb658677d035bc200f8.jpg,1024,1024,bus,419,203,515,365
sabiha(183)_jpg.rf.04825ace5ad87eb658677d035bc200f8.jpg,1024,1024,bus,287,223,415,348
sabiha(278)_jpg.rf.0307226bdf5adcae4c23f3e35ef09430.jpg,1024,1024,bus,90,417,353,782
sabiha(278)_jpg.rf.0307226bdf5adcae4c23f3e35ef09430.jpg,1024,1024,car,982,615,1024,688
sabiha(278)_jpg.rf.0307226bdf5adcae4c23f3e35ef09430.jpg,1024,1024,bus,407,612,430,656
sabiha(278)_jpg.rf.0307226bdf5adcae4c23f3e35ef09430.jpg,1024,1024,suv,379,622,399,668
sabiha(278)_jpg.rf.0307226bdf5adcae4c23f3e35ef09430.jpg,1024,1024,car,397,625,411,652
sabiha(278)_jpg.rf.0307226bdf5adcae4c23f3e35ef09430.jpg,1024,1024,car,423,629,434,651
sabiha(278)_jpg.rf.0307226bdf5adcae4c23f3e35ef09430.jpg,1024,1024,three wheelers (CNG),332,621,347,660
sabiha(218)_jpg.rf.0a07c8c9db922047b71b619cbc80d021.jpg,1024,1024,suv,251,667,337,782
sabiha(218)_jpg.rf.0a07c8c9db922047b71b619cbc80d021.jpg,1024,1024,minivan,182,680,225,742
sabiha(218)_jpg.rf.0a07c8c9db922047b71b619cbc80d021.jpg,1024,1024,motorbike,172,688,190,753
sabiha(218)_jpg.rf.0a07c8c9db922047b71b619cbc80d021.jpg,1024,1024,motorbike,367,688,380,724
sabiha(218)_jpg.rf.0a07c8c9db922047b71b619cbc80d021.jpg,1024,1024,motorbike,350,686,367,719
sabiha(218)_jpg.rf.0a07c8c9db922047b71b619cbc80d021.jpg,1024,1024,bus,364,672,381,715
Shykat_5_ (57)_jpg.rf.06bd48db40ff300ea711f48b9cd5b193.jpg,1024,1024,motorbike,13,721,80,877
Shykat_5_ (57)_jpg.rf.06bd48db40ff300ea711f48b9cd5b193.jpg,1024,1024,motorbike,88,676,143,892
Shykat_5_ (57)_jpg.rf.06bd48db40ff300ea711f48b9cd5b193.jpg,1024,1024,motorbike,188,619,225,732
Shykat_5_ (57)_jpg.rf.06bd48db40ff300ea711f48b9cd5b193.jpg,1024,1024,motorbike,207,613,249,690
Shykat_5_ (57)_jpg.rf.06bd48db40ff300ea711f48b9cd5b193.jpg,1024,1024,motorbike,491,515,503,560
Shykat_5_ (57)_jpg.rf.06bd48db40ff300ea711f48b9cd5b193.jpg,1024,1024,bicycle,473,518,494,570
Shykat_5_ (57)_jpg.rf.06bd48db40ff300ea711f48b9cd5b193.jpg,1024,1024,rickshaw,400,519,422,584
Shykat_5_ (57)_jpg.rf.06bd48db40ff300ea711f48b9cd5b193.jpg,1024,1024,rickshaw,321,541,350,619
Shykat_5_ (57)_jpg.rf.06bd48db40ff300ea711f48b9cd5b193.jpg,1024,1024,rickshaw,441,496,452,529
Shykat_5_ (57)_jpg.rf.06bd48db40ff300ea711f48b9cd5b193.jpg,1024,1024,rickshaw,452,494,462,527
Shykat_5_ (57)_jpg.rf.06bd48db40ff300ea711f48b9cd5b193.jpg,1024,1024,rickshaw,467,484,475,509
Shykat_5_ (57)_jpg.rf.06bd48db40ff300ea711f48b9cd5b193.jpg,1024,1024,three wheelers (CNG),480,490,490,517
Shykat_5_ (57)_jpg.rf.06bd48db40ff300ea711f48b9cd5b193.jpg,1024,1024,pickup,481,475,494,502
Shykat_5_ (57)_jpg.rf.06bd48db40ff300ea711f48b9cd5b193.jpg,1024,1024,car,346,512,393,557
Shykat_5_ (57)_jpg.rf.06bd48db40ff300ea711f48b9cd5b193.jpg,1024,1024,three wheelers (CNG),394,500,410,538
Shykat_5_ (57)_jpg.rf.06bd48db40ff300ea711f48b9cd5b193.jpg,1024,1024,rickshaw,261,554,295,650
Shykat_5_ (57)_jpg.rf.06bd48db40ff300ea711f48b9cd5b193.jpg,1024,1024,rickshaw,612,529,631,591
Shykat_5_ (57)_jpg.rf.06bd48db40ff300ea711f48b9cd5b193.jpg,1024,1024,rickshaw,596,518,610,574
Shykat_5_ (57)_jpg.rf.06bd48db40ff300ea711f48b9cd5b193.jpg,1024,1024,bus,565,319,637,368
Shykat_5_ (49)_jpg.rf.007d8ccdf8fb0907fd9ee1f34fdd4f4d.jpg,1024,1024,three wheelers (CNG),421,673,472,806
Shykat_5_ (49)_jpg.rf.007d8ccdf8fb0907fd9ee1f34fdd4f4d.jpg,1024,1024,motorbike,450,601,461,647
Shykat_5_ (49)_jpg.rf.007d8ccdf8fb0907fd9ee1f34fdd4f4d.jpg,1024,1024,motorbike,478,581,487,617
Shykat_5_ (49)_jpg.rf.007d8ccdf8fb0907fd9ee1f34fdd4f4d.jpg,1024,1024,car,894,737,1024,946
Shykat_5_ (49)_jpg.rf.007d8ccdf8fb0907fd9ee1f34fdd4f4d.jpg,1024,1024,car,569,613,616,675
Shykat_5_ (49)_jpg.rf.007d8ccdf8fb0907fd9ee1f34fdd4f4d.jpg,1024,1024,car,542,587,566,618
Shykat_5_ (49)_jpg.rf.007d8ccdf8fb0907fd9ee1f34fdd4f4d.jpg,1024,1024,minivan,500,564,516,591
Shykat_5_ (49)_jpg.rf.007d8ccdf8fb0907fd9ee1f34fdd4f4d.jpg,1024,1024,three wheelers (CNG),470,580,479,612
Shykat_5_ (49)_jpg.rf.007d8ccdf8fb0907fd9ee1f34fdd4f4d.jpg,1024,1024,three wheelers (CNG),460,581,470,611
sabiha(263)_jpg.rf.03d0db5aa784c807bf9533db22290b6d.jpg,1024,1024,bus,179,197,265,981
sabiha(263)_jpg.rf.03d0db5aa784c807bf9533db22290b6d.jpg,1024,1024,bus,491,663,522,736
sabiha(263)_jpg.rf.03d0db5aa784c807bf9533db22290b6d.jpg,1024,1024,car,517,678,532,706
sabiha(263)_jpg.rf.03d0db5aa784c807bf9533db22290b6d.jpg,1024,1024,suv,373,656,437,773
sabiha(263)_jpg.rf.03d0db5aa784c807bf9533db22290b6d.jpg,1024,1024,suv,460,684,490,731
Shykat_5_ (71)_jpg.rf.0a5531ccddf1a47cbf0a0a3aa96b06c0.jpg,1024,1024,motorbike,531,502,563,638
Shykat_5_ (71)_jpg.rf.0a5531ccddf1a47cbf0a0a3aa96b06c0.jpg,1024,1024,motorbike,441,436,463,517
Shykat_5_ (71)_jpg.rf.0a5531ccddf1a47cbf0a0a3aa96b06c0.jpg,1024,1024,motorbike,642,420,659,467
Shykat_5_ (71)_jpg.rf.0a5531ccddf1a47cbf0a0a3aa96b06c0.jpg,1024,1024,rickshaw,925,554,990,697
Shykat_5_ (71)_jpg.rf.0a5531ccddf1a47cbf0a0a3aa96b06c0.jpg,1024,1024,rickshaw,880,524,930,637
Shykat_5_ (71)_jpg.rf.0a5531ccddf1a47cbf0a0a3aa96b06c0.jpg,1024,1024,rickshaw,705,445,729,501
Shykat_5_ (71)_jpg.rf.0a5531ccddf1a47cbf0a0a3aa96b06c0.jpg,1024,1024,bus,584,374,634,466
Shykat_5_ (71)_jpg.rf.0a5531ccddf1a47cbf0a0a3aa96b06c0.jpg,1024,1024,three wheelers (CNG),471,388,489,435
Shykat_5_ (71)_jpg.rf.0a5531ccddf1a47cbf0a0a3aa96b06c0.jpg,1024,1024,car,494,398,518,437
Shykat_5_ (71)_jpg.rf.0a5531ccddf1a47cbf0a0a3aa96b06c0.jpg,1024,1024,car,462,385,472,418
Shykat_5_ (71)_jpg.rf.0a5531ccddf1a47cbf0a0a3aa96b06c0.jpg,1024,1024,car,509,384,525,409
Shykat_5_ (71)_jpg.rf.0a5531ccddf1a47cbf0a0a3aa96b06c0.jpg,1024,1024,van,482,366,500,397
Shykat_5_ (71)_jpg.rf.0a5531ccddf1a47cbf0a0a3aa96b06c0.jpg,1024,1024,minivan,524,375,533,399
Shykat_5_ (71)_jpg.rf.0a5531ccddf1a47cbf0a0a3aa96b06c0.jpg,1024,1024,bus,514,349,535,375
Shykat_5_ (71)_jpg.rf.0a5531ccddf1a47cbf0a0a3aa96b06c0.jpg,1024,1024,pickup,555,368,577,422
Shykat_5_ (71)_jpg.rf.0a5531ccddf1a47cbf0a0a3aa96b06c0.jpg,1024,1024,three wheelers (CNG),638,407,646,437
Shykat_5_ (71)_jpg.rf.0a5531ccddf1a47cbf0a0a3aa96b06c0.jpg,1024,1024,car,549,447,597,526
Shykat_5_ (9)_jpg.rf.0a70a8d5e5a086fdefd3ac3f65f08473.jpg,1024,1024,three wheelers (CNG),165,655,248,836
Shykat_5_ (9)_jpg.rf.0a70a8d5e5a086fdefd3ac3f65f08473.jpg,1024,1024,car,277,687,370,866
Shykat_5_ (9)_jpg.rf.0a70a8d5e5a086fdefd3ac3f65f08473.jpg,1024,1024,rickshaw,406,649,456,836
Shykat_5_ (9)_jpg.rf.0a70a8d5e5a086fdefd3ac3f65f08473.jpg,1024,1024,minivan,714,704,910,1021
Shykat_5_ (9)_jpg.rf.0a70a8d5e5a086fdefd3ac3f65f08473.jpg,1024,1024,minivan,891,643,1009,790
Shykat_5_ (9)_jpg.rf.0a70a8d5e5a086fdefd3ac3f65f08473.jpg,1024,1024,motorbike,634,631,658,732
Shykat_5_ (9)_jpg.rf.0a70a8d5e5a086fdefd3ac3f65f08473.jpg,1024,1024,motorbike,118,609,143,728
Shykat_5_ (9)_jpg.rf.0a70a8d5e5a086fdefd3ac3f65f08473.jpg,1024,1024,rickshaw,149,597,182,706
Shykat_5_ (9)_jpg.rf.0a70a8d5e5a086fdefd3ac3f65f08473.jpg,1024,1024,rickshaw,278,606,317,686
Shykat_5_ (9)_jpg.rf.0a70a8d5e5a086fdefd3ac3f65f08473.jpg,1024,1024,rickshaw,402,558,420,620
Shykat_5_ (9)_jpg.rf.0a70a8d5e5a086fdefd3ac3f65f08473.jpg,1024,1024,rickshaw,424,562,441,618
Shykat_5_ (9)_jpg.rf.0a70a8d5e5a086fdefd3ac3f65f08473.jpg,1024,1024,rickshaw,219,602,254,655
Shykat_5_ (9)_jpg.rf.0a70a8d5e5a086fdefd3ac3f65f08473.jpg,1024,1024,rickshaw,33,602,103,752
Shykat_5_ (9)_jpg.rf.0a70a8d5e5a086fdefd3ac3f65f08473.jpg,1024,1024,bicycle,329,584,345,649
Shykat_5_ (9)_jpg.rf.0a70a8d5e5a086fdefd3ac3f65f08473.jpg,1024,1024,car,349,573,381,637
Shykat_5_ (9)_jpg.rf.0a70a8d5e5a086fdefd3ac3f65f08473.jpg,1024,1024,van,452,529,463,554
Shykat_5_ (9)_jpg.rf.0a70a8d5e5a086fdefd3ac3f65f08473.jpg,1024,1024,van,441,549,454,590
Shykat_5_ (9)_jpg.rf.0a70a8d5e5a086fdefd3ac3f65f08473.jpg,1024,1024,three wheelers (CNG),313,553,325,606
Shykat_5_ (9)_jpg.rf.0a70a8d5e5a086fdefd3ac3f65f08473.jpg,1024,1024,motorbike,271,567,285,624
Shykat_5_ (9)_jpg.rf.0a70a8d5e5a086fdefd3ac3f65f08473.jpg,1024,1024,car,678,612,736,684
Shykat_5_ (9)_jpg.rf.0a70a8d5e5a086fdefd3ac3f65f08473.jpg,1024,1024,rickshaw,659,604,683,694
Shykat_5_ (9)_jpg.rf.0a70a8d5e5a086fdefd3ac3f65f08473.jpg,1024,1024,car,559,586,591,639
Shykat_5_ (9)_jpg.rf.0a70a8d5e5a086fdefd3ac3f65f08473.jpg,1024,1024,three wheelers (CNG),600,573,619,616
Shykat_5_ (9)_jpg.rf.0a70a8d5e5a086fdefd3ac3f65f08473.jpg,1024,1024,pickup,656,549,689,614
Shykat_5_ (9)_jpg.rf.0a70a8d5e5a086fdefd3ac3f65f08473.jpg,1024,1024,wheelbarrow,626,563,642,601
Shykat_5_ (9)_jpg.rf.0a70a8d5e5a086fdefd3ac3f65f08473.jpg,1024,1024,car,536,559,556,589
Shykat_4_ (10)_jpg.rf.029f4c991081a75e9714ce551a622e6f.jpg,1024,1024,bicycle,554,234,592,394
Shykat_4_ (10)_jpg.rf.029f4c991081a75e9714ce551a622e6f.jpg,1024,1024,car,723,180,828,358
Shykat_4_ (10)_jpg.rf.029f4c991081a75e9714ce551a622e6f.jpg,1024,1024,three wheelers (CNG),694,189,727,301
Shykat_03_017_jpg.rf.05db837b483b8caf4c62cb5182edc4d6.jpg,1024,1024,suv,633,361,1022,1021
Shykat_03_017_jpg.rf.05db837b483b8caf4c62cb5182edc4d6.jpg,1024,1024,suv,444,665,497,767
Shykat_03_017_jpg.rf.05db837b483b8caf4c62cb5182edc4d6.jpg,1024,1024,minivan,493,625,610,835
Shykat_03_017_jpg.rf.05db837b483b8caf4c62cb5182edc4d6.jpg,1024,1024,three wheelers (CNG),340,678,384,779
Shykat_03_017_jpg.rf.05db837b483b8caf4c62cb5182edc4d6.jpg,1024,1024,car,376,694,397,736
Shykat_03_017_jpg.rf.05db837b483b8caf4c62cb5182edc4d6.jpg,1024,1024,car,393,694,412,724
Shykat_03_017_jpg.rf.05db837b483b8caf4c62cb5182edc4d6.jpg,1024,1024,car,409,695,422,721
Shykat_03_017_jpg.rf.05db837b483b8caf4c62cb5182edc4d6.jpg,1024,1024,rickshaw,39,593,191,944
sabiha(252)_jpg.rf.00cd9a169d4de43b8967a68f02d2c12c.jpg,1024,1024,bus,83,169,291,984
sabiha(252)_jpg.rf.00cd9a169d4de43b8967a68f02d2c12c.jpg,1024,1024,car,283,648,321,748
sabiha(252)_jpg.rf.00cd9a169d4de43b8967a68f02d2c12c.jpg,1024,1024,car,347,683,370,717
sabiha(252)_jpg.rf.00cd9a169d4de43b8967a68f02d2c12c.jpg,1024,1024,car,850,676,921,759
