filename,width,height,class,xmin,ymin,xmax,ymax
Pias (709)_jpg.rf.a38215360d913c8d77f21f17cca7dbe2.jpg,1024,1024,suv,711,611,1024,1022
Pias (709)_jpg.rf.a38215360d913c8d77f21f17cca7dbe2.jpg,1024,1024,car,447,654,696,1000
Pias (709)_jpg.rf.a38215360d913c8d77f21f17cca7dbe2.jpg,1024,1024,car,677,700,734,772
Asraf_104_jpg.rf.a5288ec7a648c79f1806a0df2cddeb55.jpg,1024,1024,motorbike,914,367,971,485
Asraf_104_jpg.rf.a5288ec7a648c79f1806a0df2cddeb55.jpg,1024,1024,rickshaw,983,335,1024,534
Asraf_104_jpg.rf.a5288ec7a648c79f1806a0df2cddeb55.jpg,1024,1024,three wheelers (CNG),271,303,806,1024
Asraf_104_jpg.rf.a5288ec7a648c79f1806a0df2cddeb55.jpg,1024,1024,bus,3,176,409,547
Asraf_104_jpg.rf.a5288ec7a648c79f1806a0df2cddeb55.jpg,1024,1024,bus,42,119,314,257
Pias (802)_jpg.rf.92ac2181f6f2d2a065ba572e31c536bf.jpg,1024,1024,bus,905,289,1024,412
Pias (651)_jpg.rf.9f74c3b51767ab3e3b834191fa30fa9e.jpg,1024,1024,pickup,764,337,1023,1020
Pias (651)_jpg.rf.9f74c3b51767ab3e3b834191fa30fa9e.jpg,1024,1024,van,531,745,682,956
Pias (651)_jpg.rf.9f74c3b51767ab3e3b834191fa30fa9e.jpg,1024,1024,truck,237,171,565,989
Asraf_97_jpg.rf.99ed4d371ef0d45df178a79a031f260e.jpg,1024,1024,rickshaw,895,796,1024,1018
Asraf_97_jpg.rf.99ed4d371ef0d45df178a79a031f260e.jpg,1024,1024,rickshaw,774,280,933,977
Asraf_97_jpg.rf.99ed4d371ef0d45df178a79a031f260e.jpg,1024,1024,bicycle,948,487,1007,714
Asraf_97_jpg.rf.99ed4d371ef0d45df178a79a031f260e.jpg,1024,1024,rickshaw,914,356,953,445
Asraf_97_jpg.rf.99ed4d371ef0d45df178a79a031f260e.jpg,1024,1024,bicycle,652,584,825,936
Asraf_97_jpg.rf.99ed4d371ef0d45df178a79a031f260e.jpg,1024,1024,rickshaw,702,358,783,540
Asraf_97_jpg.rf.99ed4d371ef0d45df178a79a031f260e.jpg,1024,1024,rickshaw,637,386,679,492
Asraf_97_jpg.rf.99ed4d371ef0d45df178a79a031f260e.jpg,1024,1024,rickshaw,582,376,618,521
Asraf_97_jpg.rf.99ed4d371ef0d45df178a79a031f260e.jpg,1024,1024,bus,602,331,720,479
Asraf_97_jpg.rf.99ed4d371ef0d45df178a79a031f260e.jpg,1024,1024,rickshaw,364,394,418,527
Asraf_97_jpg.rf.99ed4d371ef0d45df178a79a031f260e.jpg,1024,1024,rickshaw,290,392,395,576
Asraf_97_jpg.rf.99ed4d371ef0d45df178a79a031f260e.jpg,1024,1024,rickshaw,230,392,280,490
Asraf_97_jpg.rf.99ed4d371ef0d45df178a79a031f260e.jpg,1024,1024,rickshaw,133,409,206,528
Asraf_97_jpg.rf.99ed4d371ef0d45df178a79a031f260e.jpg,1024,1024,rickshaw,15,392,120,600
Asraf_97_jpg.rf.99ed4d371ef0d45df178a79a031f260e.jpg,1024,1024,bicycle,108,488,205,595
Asraf_97_jpg.rf.99ed4d371ef0d45df178a79a031f260e.jpg,1024,1024,motorbike,82,498,132,598
Asraf_97_jpg.rf.99ed4d371ef0d45df178a79a031f260e.jpg,1024,1024,three wheelers (CNG),406,371,620,731
Asraf_97_jpg.rf.99ed4d371ef0d45df178a79a031f260e.jpg,1024,1024,scooter,140,534,352,906
Pias (732)_jpg.rf.a4a44b7fb7b9c14c0d685d7bd0367dd5.jpg,1024,1024,car,25,729,82,886
Pias (732)_jpg.rf.a4a44b7fb7b9c14c0d685d7bd0367dd5.jpg,1024,1024,rickshaw,247,682,316,863
Pias (732)_jpg.rf.a4a44b7fb7b9c14c0d685d7bd0367dd5.jpg,1024,1024,rickshaw,302,695,342,817
Pias (732)_jpg.rf.a4a44b7fb7b9c14c0d685d7bd0367dd5.jpg,1024,1024,rickshaw,334,708,352,789
Pias (732)_jpg.rf.a4a44b7fb7b9c14c0d685d7bd0367dd5.jpg,1024,1024,rickshaw,350,708,369,778
Pias (732)_jpg.rf.a4a44b7fb7b9c14c0d685d7bd0367dd5.jpg,1024,1024,rickshaw,380,714,397,758
Pias (732)_jpg.rf.a4a44b7fb7b9c14c0d685d7bd0367dd5.jpg,1024,1024,car,427,705,491,798
Pias (732)_jpg.rf.a4a44b7fb7b9c14c0d685d7bd0367dd5.jpg,1024,1024,three wheelers (CNG),408,721,422,751
Pias (732)_jpg.rf.a4a44b7fb7b9c14c0d685d7bd0367dd5.jpg,1024,1024,bus,395,703,407,744
Pias (818)_jpg.rf.a249799e7f3f24f2a388d7544c7f01e4.jpg,1024,1024,truck,333,495,397,567
Pias (833)_jpg.rf.a18e64e0e132d5b861343395776996a3.jpg,1024,1024,car,717,516,1023,922
Pias (833)_jpg.rf.a18e64e0e132d5b861343395776996a3.jpg,1024,1024,truck,412,388,553,657
sabiha(60)_jpg.rf.941fb593ee5ab6eaf01808ad592e329d.jpg,1024,1024,bus,167,177,503,628
sabiha(60)_jpg.rf.941fb593ee5ab6eaf01808ad592e329d.jpg,1024,1024,van,527,368,602,555
sabiha(60)_jpg.rf.941fb593ee5ab6eaf01808ad592e329d.jpg,1024,1024,minivan,499,365,550,497
sabiha(60)_jpg.rf.941fb593ee5ab6eaf01808ad592e329d.jpg,1024,1024,minivan,549,355,575,444
sabiha(60)_jpg.rf.941fb593ee5ab6eaf01808ad592e329d.jpg,1024,1024,bus,569,332,610,430
sabiha(60)_jpg.rf.941fb593ee5ab6eaf01808ad592e329d.jpg,1024,1024,rickshaw,610,377,625,422
sabiha(60)_jpg.rf.941fb593ee5ab6eaf01808ad592e329d.jpg,1024,1024,minivan,639,369,665,429
sabiha(60)_jpg.rf.941fb593ee5ab6eaf01808ad592e329d.jpg,1024,1024,car,616,386,650,453
sabiha(60)_jpg.rf.941fb593ee5ab6eaf01808ad592e329d.jpg,1024,1024,rickshaw,710,373,733,423
sabiha(60)_jpg.rf.941fb593ee5ab6eaf01808ad592e329d.jpg,1024,1024,rickshaw,762,376,789,439
sabiha(60)_jpg.rf.941fb593ee5ab6eaf01808ad592e329d.jpg,1024,1024,rickshaw,819,367,856,455
sabiha(60)_jpg.rf.941fb593ee5ab6eaf01808ad592e329d.jpg,1024,1024,bus,879,169,1024,520
Pias (554)_jpg.rf.a7201a0665fb8e0f193c5f34c1030d78.jpg,1024,1024,truck,856,229,1023,843
Pias (554)_jpg.rf.a7201a0665fb8e0f193c5f34c1030d78.jpg,1024,1024,truck,576,509,632,603
Pias (554)_jpg.rf.a7201a0665fb8e0f193c5f34c1030d78.jpg,1024,1024,truck,530,536,554,570
Pias (554)_jpg.rf.a7201a0665fb8e0f193c5f34c1030d78.jpg,1024,1024,truck,555,543,568,563
Pias (608)_jpg.rf.a60ab2be18e870c9ae8e0df9f3a164de.jpg,1024,1024,pickup,553,361,901,849
Pias (608)_jpg.rf.a60ab2be18e870c9ae8e0df9f3a164de.jpg,1024,1024,truck,298,664,368,764
Pias (608)_jpg.rf.a60ab2be18e870c9ae8e0df9f3a164de.jpg,1024,1024,bus,172,630,253,755
Pias (637)_jpg.rf.a574bada67f4d3225e83d26bd4b18317.jpg,1024,1024,car,377,805,413,860
Pias (637)_jpg.rf.a574bada67f4d3225e83d26bd4b18317.jpg,1024,1024,van,403,795,427,851
Pias (637)_jpg.rf.a574bada67f4d3225e83d26bd4b18317.jpg,1024,1024,truck,377,748,414,809
Pias (637)_jpg.rf.a574bada67f4d3225e83d26bd4b18317.jpg,1024,1024,truck,427,791,443,842
Pias (707)_jpg.rf.9f66766c4041fce0e005c1476512ac10.jpg,1024,1024,motorbike,331,778,407,973
Pias (707)_jpg.rf.9f66766c4041fce0e005c1476512ac10.jpg,1024,1024,suv,776,513,1022,1023
Pias (707)_jpg.rf.9f66766c4041fce0e005c1476512ac10.jpg,1024,1024,car,433,645,755,1023
Pias (855)_jpg.rf.a89a78bbd360663cacf3b9384c8c3b50.jpg,1024,1024,pickup,481,497,516,559
Pias (559)_jpg.rf.aa2099d958afdaf15197ffe8e0ff8b09.jpg,1024,1024,truck,532,559,602,656
Pias (666)_jpg.rf.a76476af257e8c92a2c976e75328bae5.jpg,1024,1024,car,283,733,386,884
Pias (666)_jpg.rf.a76476af257e8c92a2c976e75328bae5.jpg,1024,1024,van,380,747,406,822
Pias (666)_jpg.rf.a76476af257e8c92a2c976e75328bae5.jpg,1024,1024,bus,323,701,368,740
sabiha(101)_jpg.rf.a75ac9c96505b4f4de84b818ea924bed.jpg,1024,1024,car,27,574,435,828
sabiha(101)_jpg.rf.a75ac9c96505b4f4de84b818ea924bed.jpg,1024,1024,car,325,589,710,996
sabiha(101)_jpg.rf.a75ac9c96505b4f4de84b818ea924bed.jpg,1024,1024,car,719,568,866,819
sabiha(101)_jpg.rf.a75ac9c96505b4f4de84b818ea924bed.jpg,1024,1024,rickshaw,687,560,724,663
sabiha(101)_jpg.rf.a75ac9c96505b4f4de84b818ea924bed.jpg,1024,1024,rickshaw,230,505,354,653
sabiha(101)_jpg.rf.a75ac9c96505b4f4de84b818ea924bed.jpg,1024,1024,rickshaw,361,522,426,692
sabiha(101)_jpg.rf.a75ac9c96505b4f4de84b818ea924bed.jpg,1024,1024,rickshaw,412,495,501,627
sabiha(101)_jpg.rf.a75ac9c96505b4f4de84b818ea924bed.jpg,1024,1024,rickshaw,564,554,612,613
sabiha(101)_jpg.rf.a75ac9c96505b4f4de84b818ea924bed.jpg,1024,1024,rickshaw,616,554,655,631
sabiha(101)_jpg.rf.a75ac9c96505b4f4de84b818ea924bed.jpg,1024,1024,rickshaw,639,560,668,619
sabiha(101)_jpg.rf.a75ac9c96505b4f4de84b818ea924bed.jpg,1024,1024,rickshaw,678,568,701,612
Asraf_75_jpg.rf.a8635624c0a9b978163e9182fca23ba2.jpg,1024,1024,bus,28,532,478,820
Asraf_75_jpg.rf.a8635624c0a9b978163e9182fca23ba2.jpg,1024,1024,rickshaw,5,636,294,1024
Asraf_75_jpg.rf.a8635624c0a9b978163e9182fca23ba2.jpg,1024,1024,car,470,654,508,781
Asraf_75_jpg.rf.a8635624c0a9b978163e9182fca23ba2.jpg,1024,1024,rickshaw,539,636,602,792
Asraf_75_jpg.rf.a8635624c0a9b978163e9182fca23ba2.jpg,1024,1024,rickshaw,603,618,642,741
Asraf_75_jpg.rf.a8635624c0a9b978163e9182fca23ba2.jpg,1024,1024,rickshaw,666,612,720,766
Asraf_75_jpg.rf.a8635624c0a9b978163e9182fca23ba2.jpg,1024,1024,rickshaw,717,612,770,761
Asraf_75_jpg.rf.a8635624c0a9b978163e9182fca23ba2.jpg,1024,1024,human hauler,771,587,1019,862
Asraf_75_jpg.rf.a8635624c0a9b978163e9182fca23ba2.jpg,1024,1024,rickshaw,981,602,1021,675
Asraf_75_jpg.rf.a8635624c0a9b978163e9182fca23ba2.jpg,1024,1024,rickshaw,603,629,653,740
Asraf_75_jpg.rf.a8635624c0a9b978163e9182fca23ba2.jpg,1024,1024,car,504,644,532,740
Asraf_75_jpg.rf.a8635624c0a9b978163e9182fca23ba2.jpg,1024,1024,bus,460,511,554,731
Asraf_75_jpg.rf.a8635624c0a9b978163e9182fca23ba2.jpg,1024,1024,bus,543,561,606,646
Asraf_75_jpg.rf.a8635624c0a9b978163e9182fca23ba2.jpg,1024,1024,bus,608,561,777,675
Asraf_75_jpg.rf.a8635624c0a9b978163e9182fca23ba2.jpg,1024,1024,pickup,609,593,670,718
Pias (797)_jpg.rf.aa85feba16fe47feed4a4e32ad39f568.jpg,1024,1024,auto rickshaw,21,509,70,621
Pias (797)_jpg.rf.aa85feba16fe47feed4a4e32ad39f568.jpg,1024,1024,auto rickshaw,98,504,135,585
Pias (797)_jpg.rf.aa85feba16fe47feed4a4e32ad39f568.jpg,1024,1024,auto rickshaw,195,454,218,512
Pias (873)_jpg.rf.a8b46e31594eb29955ebd7f0ab060e3a.jpg,1024,1024,bus,722,469,816,544
Pias (873)_jpg.rf.a8b46e31594eb29955ebd7f0ab060e3a.jpg,1024,1024,auto rickshaw,235,536,279,617
sabiha(113)_jpg.rf.ad0ade4641d45ee086c409967341ff2b.jpg,1024,1024,rickshaw,230,417,321,642
sabiha(113)_jpg.rf.ad0ade4641d45ee086c409967341ff2b.jpg,1024,1024,rickshaw,375,442,397,524
sabiha(113)_jpg.rf.ad0ade4641d45ee086c409967341ff2b.jpg,1024,1024,rickshaw,362,443,377,523
sabiha(113)_jpg.rf.ad0ade4641d45ee086c409967341ff2b.jpg,1024,1024,rickshaw,399,431,427,531
sabiha(113)_jpg.rf.ad0ade4641d45ee086c409967341ff2b.jpg,1024,1024,rickshaw,426,424,458,460
sabiha(113)_jpg.rf.ad0ade4641d45ee086c409967341ff2b.jpg,1024,1024,motorbike,100,472,158,559
sabiha(113)_jpg.rf.ad0ade4641d45ee086c409967341ff2b.jpg,1024,1024,motorbike,107,482,149,567
sabiha(113)_jpg.rf.ad0ade4641d45ee086c409967341ff2b.jpg,1024,1024,motorbike,0,481,58,560
sabiha(113)_jpg.rf.ad0ade4641d45ee086c409967341ff2b.jpg,1024,1024,motorbike,36,473,91,557
sabiha(113)_jpg.rf.ad0ade4641d45ee086c409967341ff2b.jpg,1024,1024,motorbike,198,451,252,574
sabiha(113)_jpg.rf.ad0ade4641d45ee086c409967341ff2b.jpg,1024,1024,three wheelers (CNG),311,456,350,541
sabiha(113)_jpg.rf.ad0ade4641d45ee086c409967341ff2b.jpg,1024,1024,car,417,445,502,577
sabiha(113)_jpg.rf.ad0ade4641d45ee086c409967341ff2b.jpg,1024,1024,car,509,438,573,544
sabiha(113)_jpg.rf.ad0ade4641d45ee086c409967341ff2b.jpg,1024,1024,car,487,438,519,487
sabiha(113)_jpg.rf.ad0ade4641d45ee086c409967341ff2b.jpg,1024,1024,three wheelers (CNG),303,442,320,550
Asraf_93_jpg.rf.b10b20241949f130a7a46b9f7ca6218f.jpg,1024,1024,bicycle,17,562,72,701
Asraf_93_jpg.rf.b10b20241949f130a7a46b9f7ca6218f.jpg,1024,1024,motorbike,3,501,34,574
Asraf_93_jpg.rf.b10b20241949f130a7a46b9f7ca6218f.jpg,1024,1024,bus,3,390,52,540
Asraf_93_jpg.rf.b10b20241949f130a7a46b9f7ca6218f.jpg,1024,1024,motorbike,60,485,77,543
Asraf_93_jpg.rf.b10b20241949f130a7a46b9f7ca6218f.jpg,1024,1024,car,119,468,290,643
Asraf_93_jpg.rf.b10b20241949f130a7a46b9f7ca6218f.jpg,1024,1024,car,246,415,616,773
Asraf_93_jpg.rf.b10b20241949f130a7a46b9f7ca6218f.jpg,1024,1024,motorbike,610,523,640,642
Asraf_93_jpg.rf.b10b20241949f130a7a46b9f7ca6218f.jpg,1024,1024,rickshaw,679,424,788,625
Asraf_93_jpg.rf.b10b20241949f130a7a46b9f7ca6218f.jpg,1024,1024,rickshaw,648,439,699,570
Asraf_93_jpg.rf.b10b20241949f130a7a46b9f7ca6218f.jpg,1024,1024,rickshaw,830,414,946,625
Asraf_93_jpg.rf.b10b20241949f130a7a46b9f7ca6218f.jpg,1024,1024,rickshaw,897,466,1018,684
Asraf_93_jpg.rf.b10b20241949f130a7a46b9f7ca6218f.jpg,1024,1024,car,936,591,1024,884
Asraf_93_jpg.rf.b10b20241949f130a7a46b9f7ca6218f.jpg,1024,1024,bus,336,356,584,460
Asraf_93_jpg.rf.b10b20241949f130a7a46b9f7ca6218f.jpg,1024,1024,bus,731,270,937,443
Asraf_93_jpg.rf.b10b20241949f130a7a46b9f7ca6218f.jpg,1024,1024,bus,187,399,288,487
Asraf_93_jpg.rf.b10b20241949f130a7a46b9f7ca6218f.jpg,1024,1024,rickshaw,301,438,322,489
Asraf_93_jpg.rf.b10b20241949f130a7a46b9f7ca6218f.jpg,1024,1024,rickshaw,0,767,46,1022
Asraf_93_jpg.rf.b10b20241949f130a7a46b9f7ca6218f.jpg,1024,1024,three wheelers (CNG),760,436,848,572
Pias (702)_jpg.rf.b28ec0ccb39ed41decd8872dc6fe86cc.jpg,1024,1024,suv,743,559,1023,976
Pias (702)_jpg.rf.b28ec0ccb39ed41decd8872dc6fe86cc.jpg,1024,1024,car,433,646,753,1023
Pias (702)_jpg.rf.b28ec0ccb39ed41decd8872dc6fe86cc.jpg,1024,1024,motorbike,411,731,445,839
Pias (702)_jpg.rf.b28ec0ccb39ed41decd8872dc6fe86cc.jpg,1024,1024,motorbike,198,772,392,1023
Pias (729)_jpg.rf.afde898251e67622151f5ab65f101f3a.jpg,1024,1024,wheelbarrow,275,690,306,752
Pias (729)_jpg.rf.afde898251e67622151f5ab65f101f3a.jpg,1024,1024,car,401,681,451,755
Pias (729)_jpg.rf.afde898251e67622151f5ab65f101f3a.jpg,1024,1024,rickshaw,368,679,392,743
Pias (729)_jpg.rf.afde898251e67622151f5ab65f101f3a.jpg,1024,1024,rickshaw,334,680,349,738
Pias (729)_jpg.rf.afde898251e67622151f5ab65f101f3a.jpg,1024,1024,rickshaw,315,684,338,744
Pias (729)_jpg.rf.afde898251e67622151f5ab65f101f3a.jpg,1024,1024,rickshaw,221,671,248,725
Pias (729)_jpg.rf.afde898251e67622151f5ab65f101f3a.jpg,1024,1024,rickshaw,180,670,211,757
Pias (729)_jpg.rf.afde898251e67622151f5ab65f101f3a.jpg,1024,1024,rickshaw,118,649,181,819
Pias (858)_jpg.rf.afecd0e5cb8a71d3b12a860df59268b3.jpg,1024,1024,pickup,341,498,388,554
Pias (858)_jpg.rf.afecd0e5cb8a71d3b12a860df59268b3.jpg,1024,1024,van,708,498,802,558
Pias (858)_jpg.rf.afecd0e5cb8a71d3b12a860df59268b3.jpg,1024,1024,truck,331,470,375,500
sabiha(117)_jpg.rf.aae2d581c356c8d5acd9518d87d419d0.jpg,1024,1024,pickup,0,296,136,634
sabiha(117)_jpg.rf.aae2d581c356c8d5acd9518d87d419d0.jpg,1024,1024,rickshaw,265,317,401,624
sabiha(117)_jpg.rf.aae2d581c356c8d5acd9518d87d419d0.jpg,1024,1024,car,221,358,332,535
sabiha(117)_jpg.rf.aae2d581c356c8d5acd9518d87d419d0.jpg,1024,1024,car,404,361,483,462
sabiha(117)_jpg.rf.aae2d581c356c8d5acd9518d87d419d0.jpg,1024,1024,rickshaw,491,363,537,469
sabiha(117)_jpg.rf.aae2d581c356c8d5acd9518d87d419d0.jpg,1024,1024,rickshaw,530,356,556,424
sabiha(117)_jpg.rf.aae2d581c356c8d5acd9518d87d419d0.jpg,1024,1024,car,569,362,690,553
sabiha(117)_jpg.rf.aae2d581c356c8d5acd9518d87d419d0.jpg,1024,1024,motorbike,561,371,584,454
sabiha(117)_jpg.rf.aae2d581c356c8d5acd9518d87d419d0.jpg,1024,1024,car,465,372,480,408
sabiha(117)_jpg.rf.aae2d581c356c8d5acd9518d87d419d0.jpg,1024,1024,car,744,352,801,415
Pias (835)_jpg.rf.abd5a8beb61ec4e5acf7d666fc8ae5d5.jpg,1024,1024,truck,433,393,569,657
Pias (835)_jpg.rf.abd5a8beb61ec4e5acf7d666fc8ae5d5.jpg,1024,1024,car,593,516,726,683
sabiha(56)_jpg.rf.b28826a9f399c18f5348abe1cf4b01d0.jpg,1024,1024,car,50,472,66,526
sabiha(56)_jpg.rf.b28826a9f399c18f5348abe1cf4b01d0.jpg,1024,1024,minivan,64,482,100,532
sabiha(56)_jpg.rf.b28826a9f399c18f5348abe1cf4b01d0.jpg,1024,1024,car,107,471,210,618
sabiha(56)_jpg.rf.b28826a9f399c18f5348abe1cf4b01d0.jpg,1024,1024,van,39,476,52,533
sabiha(56)_jpg.rf.b28826a9f399c18f5348abe1cf4b01d0.jpg,1024,1024,bus,0,421,39,578
sabiha(56)_jpg.rf.b28826a9f399c18f5348abe1cf4b01d0.jpg,1024,1024,motorbike,399,472,445,599
sabiha(56)_jpg.rf.b28826a9f399c18f5348abe1cf4b01d0.jpg,1024,1024,rickshaw,601,442,716,651
sabiha(56)_jpg.rf.b28826a9f399c18f5348abe1cf4b01d0.jpg,1024,1024,rickshaw,243,472,281,547
